Department Prefix,Department,Sr no.,Type,Course Code,Course Name,Course Type,Course content category,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,Division Definition
"GS,GP,GSS",Earth Sciences,28,timetable,GS 537,Geochemistry and Geochemical Thermodynamics,Theory,Advanced Course.,I - Bivin Geo George I - Prabhakar Naraga,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,45,,
"GS,GP,GSS",Earth Sciences,29,timetable,GS 539,Engineering Geology and Groundwater Lab,Lab,Advanced Course.,I - Rambabu  Singh I - Vikram Vishal,FullSemester,L Tue-L2-14:00:00-16:55:00-,,,60,,
"GS,GP,GSS",Earth Sciences,30,timetable,GS 541,Analytical Geochemistry Lab,Lab,Advanced Course.,I - Prabhakar Naraga,FullSemester,L Mon-L1-14:00:00-16:55:00-,,,45,,
"GS,GP,GSS",Earth Sciences,31,timetable,GS 543,Computer Programming for Geosciences,Theory,Advanced Course.,I - Anand Singh,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,80,,
"GS,GP,GSS",Earth Sciences,32,timetable,GS 551,Industrial Training,Non-credit,Advanced Course.,I - D Ramakrishnan I - Sakthi Saravanan Chinnasamy,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,45,,
"GS,GP,GSS",Earth Sciences,33,timetable,GS 647,Principles and Applications in Isotope Geology,Theory,Advanced Course.,I - Bivin Geo George I - Sameer Ranjan,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,30,,
"GS,GP,GSS",Earth Sciences,34,timetable,GS 663,Exploration Geophysics,Theory,Advanced Course.,I - Srinivasa Rao Gangumalla I - Vivek Kumar,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,30,,
"GS,GP,GSS",Earth Sciences,35,timetable,GS 671,Groundwater Exploration,Theory,Advanced Course.,I - Rambabu  Singh,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,35,,
"GS,GP,GSS",Earth Sciences,36,timetable,GS 673,Mineral Exploration,Theory,Advanced Course.,A - Sameer Ranjan I - Sakthi Saravanan Chinnasamy,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,35,,
"GS,GP,GSS",Earth Sciences,37,timetable,GS 675,Petroleum Exploration,Theory,Advanced Course.,A - Sudipta Dasgupta I - Santanu Banerjee,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,55,,
"GS,GP,GSS",Earth Sciences,38,timetable,GS 679,Basin Analysis and Applied Micropalaeontology,Theory,Advanced Course.,A - Jahnavi Punekar I - Santanu Banerjee,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,55,,
"GS,GP,GSS",Earth Sciences,39,timetable,GS 683,Advanced Structural Analysis,Theory,Advanced Course.,I - Malay Mukul,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,25,,
"GS,GP,GSS",Earth Sciences,40,timetable,GS 686,Introduction to Machine Learning in Geophysics,Theory,Advanced Course.,I - Satish Maurya,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,25,,
"GS,GP,GSS",Earth Sciences,41,timetable,GS 687,Methods in Structural Geology,Lab,Advanced Course.,I - Malay Mukul,FullSemester,L Fri-L4-14:00:00-16:55:00-,,,30,,
"GS,GP,GSS",Earth Sciences,42,timetable,GS 688,Petroleum Geochemistry,Theory,Advanced Course.,I - Suryendu Kinkar Kumar Dutta,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,45,,
"GS,GP,GSS",Earth Sciences,43,timetable,GS 694,Seminar,Seminar,Advanced Course.,I - Jahnavi Punekar I - Malay Mukul,FullSemester,X Fri-XB-17:05:00-18:00:00- Wed-XA-17:05:00-18:00:00-,,,55,,
"GS,GP,GSS",Earth Sciences,44,timetable,GS 701,Seismic Data Processing and Seismic Stratigraphy,Theory,Advanced Course.,I - Vivek Kumar,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,50,,
"GS,GP,GSS",Earth Sciences,45,timetable,GS 703,Structural Geology and Subsurface Geological Mapping,Theory,Advanced Course.,I - Soumyajit Shyamal Kumar Mukherjee,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,25,,
"GS,GP,GSS",Earth Sciences,46,timetable,GS 709,Reservoir Geomechanics,Theory,Advanced Course.,A - Raj Deo Tewari I - Vikram Vishal,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,30,,
"GS,GP,GSS",Earth Sciences,47,timetable,GS 795,I Stage Project,Project Stage 1,Advanced Course.,I - Santanu Banerjee,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,20,,
"GS,GP,GSS",Earth Sciences,48,timetable,GS 797,I Stage Project,Project Stage 1,Advanced Course.,I - Nibedita Rakshit,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,30,,
"GS,GP,GSS",Earth Sciences,49,timetable,GS 814,Topics in Isotope Geology,Theory,Advanced Course.,I - Bivin Geo George I - Sameer Ranjan,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,15,,
"GS,GP,GSS",Earth Sciences,50,timetable,GS 827,Seismology and Earth Structure,Theory,Advanced Course.,I - Satish Maurya,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,25,,
"GS,GP,GSS",Earth Sciences,51,timetable,GS 831,Global Tectonics,Theory,Advanced Course.,I - M Radhakrishna I - Srinivasa Rao Gangumalla,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,25,,
"GS,GP,GSS",Earth Sciences,52,timetable,GS 859,Topics in Ore Petrology,Theory,Advanced Course.,I - Sakthi Saravanan Chinnasamy,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,10,,
"GS,GP,GSS",Earth Sciences,53,timetable,GS 899,Communication Skills,Non-credit,Advanced Course.,I - Hetu Chandrakant Sheth,FullSemester,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,80,,
"GS,GP,GSS",Earth Sciences,54,timetable,GSS801,Seminar,Seminar,Advanced Course.,I - Sudipta Dasgupta,FullSemester,X Fri-XB-17:05:00-18:00:00- Wed-XA-17:05:00-18:00:00-,,,40,,
"HS,HSS",Humanities and Social Sciences,1,timetable,HS 108,Doing Sociology,Theory,Interdisciplinary HASMED Course,I - Mahendra Dindayal Shahare,Class Room : LC 201 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LC 201 Thu-12C-17:05:00-18:00:00-Class Room : LC 201 Tue-12B-17:05:00-18:00:00-Class Room : LC 201,S1,Biometric Enabled,100,,View Section Detail for Course HS 108 Sections based on first year divisions for under-graduates
"HS,HSS",Humanities and Social Sciences,2,timetable,HS 108,Doing Sociology,Theory,Interdisciplinary HASMED Course,I - Kushal Deb,Class Room : LC 201 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LC 201 Wed-5A-08:00:00-09:25:00-Class Room : LC 201,S2,Biometric Enabled,100,,View Section Detail for Course HS 108 Sections based on first year divisions for under-graduates
"HS,HSS",Humanities and Social Sciences,3,timetable,HS 109,Introduction to Philosophy,Theory,Interdisciplinary HASMED Course,I - Ranjan Kumar Panda,Class Room : LC 202 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LC 202 Thu-12C-17:05:00-18:00:00-Class Room : LC 202 Tue-12B-17:05:00-18:00:00-Class Room : LC 202,S1,Biometric Enabled,100,,View Section Detail for Course HS 109 Sections based on first year divisions for under-graduates
"HS,HSS",Humanities and Social Sciences,4,timetable,HS 109,Introduction to Philosophy,Theory,Interdisciplinary HASMED Course,I - Pravesh Jung Golay,Class Room : LC 202 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LC 202 Wed-5A-08:00:00-09:25:00-Class Room : LC 202,S2,Biometric Enabled,100,,View Section Detail for Course HS 109 Sections based on first year divisions for under-graduates
"HS,HSS",Humanities and Social Sciences,5,timetable,HS 113,Academic English,Theory,Interdisciplinary HASMED Course,I - Vaijayanthi Mala Sarma,Class Room : LT 303 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LT 303 Tue-12B-17:05:00-18:00:00-Class Room : LT 303 Wed-5A-08:00:00-09:25:00-Class Room : LT 303,,,300,,
"HS,HSS",Humanities and Social Sciences,6,timetable,HS 113,Academic English,Theory,Interdisciplinary HASMED Course,I - Vaijayanthi Mala Sarma,Class Room : LT 301 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LT 301 Tue-12B-17:05:00-18:00:00-Class Room : LT 301 Wed-5A-08:00:00-09:25:00-Class Room : LT 301,,,300,,
"HS,HSS",Humanities and Social Sciences,7,timetable,HS 113,Academic English,Theory,Interdisciplinary HASMED Course,I - Vaijayanthi Mala Sarma,Class Room : LT 304 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LT 304 Tue-12B-17:05:00-18:00:00-Class Room : LT 304 Wed-5A-08:00:00-09:25:00-Class Room : LT 304,,,300,,
"HS,HSS",Humanities and Social Sciences,8,timetable,HS 113,Academic English,Theory,Interdisciplinary HASMED Course,I - Vaijayanthi Mala Sarma,Class Room : LT 302 FullSemester,5 Fri-5B-08:00:00-09:25:00-Class Room : LT 302 Tue-12B-17:05:00-18:00:00-Class Room : LT 302 Wed-5A-08:00:00-09:25:00-Class Room : LT 302,,,300,,
"HS,HSS",Humanities and Social Sciences,9,timetable,HS 250,Environmental Studies,Non-credit,Interdisciplinary HASMED Course,A - Ratikanta Panda I - Rowena Robinson,SecondHalf,,,,0,,
"HS,HSS",Humanities and Social Sciences,10,timetable,HS 404,Rationality in Indian Thought,Theory,Interdisciplinary HASMED Course,I - C. D. Sebastian,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,11,timetable,HS 406,Philosophy of Technology,Theory,Interdisciplinary HASMED Course,A - Mahendra Dindayal Shahare I - Siby K. George,130 C FullSemester,7 Fri-7B-11:05:00-12:30:00-130 C Wed-7A-11:05:00-12:30:00-130 C,,,40,,
"HS,HSS",Humanities and Social Sciences,12,timetable,HS 408,Shakespearean Afterlives,Theory,Interdisciplinary HASMED Course,I - Sudha Shastri,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,13,timetable,HS 436,Indian Culture and Tradition,Theory,Interdisciplinary HASMED Course,I - Malhar Arvind Kulkarni,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,150,,
"HS,HSS",Humanities and Social Sciences,14,timetable,HS 449,"Capitalism : theories, histories, varieties",Theory,Interdisciplinary HASMED Course,I - Anush Kapadia,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,150,,
"HS,HSS",Humanities and Social Sciences,15,timetable,HS 455,Development and Modern Society: Approaches and Perspectives,Theory,Interdisciplinary HASMED Course,I - Ilito H. Achumi,130 B FullSemester,7 Fri-7B-11:05:00-12:30:00-130 B Wed-7A-11:05:00-12:30:00-130 B,,,35,,
"HS,HSS",Humanities and Social Sciences,16,timetable,HS 459,Cognitive and Psychological Testing: Labs to Life,Theory,Interdisciplinary HASMED Course,I - Shweta Kiran Chawak,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,M,,40,,
"HS,HSS",Humanities and Social Sciences,17,timetable,HS 467,Indian Philosophy,Theory,Interdisciplinary HASMED Course,I - Ratikanta Panda,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,18,timetable,HS 472,Psychology of Health,Theory,Interdisciplinary HASMED Course,I - Mrinmoyi Kulkarni,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,19,timetable,HS 490,Organizational Behaviour and Implications for Management,Theory,Interdisciplinary HASMED Course,I - Pooja Purang,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,M,,40,,
"HS,HSS",Humanities and Social Sciences,20,timetable,HS 498,Life Span Development : Infancy to Old Age,Theory,Interdisciplinary HASMED Course,I - Azizuddin Ali Mardan Khan,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,21,timetable,HS 501,Vedanta Philosophy in the Vedic Tradition,Theory,Advanced Course.,I - Mrinal Kaul,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,20,View Restrictions for Course HS 501 Course Code Batch Year Department Program Allowed Overridable HS 501 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 501 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,22,timetable,HS 503,Philosophy in the Age of the Greeks,Theory,Advanced Course.,I - Rajakishore Nath,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,20,View Restrictions for Course HS 503 Course Code Batch Year Department Program Allowed Overridable HS 503 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 503 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,23,timetable,HS 505,Western Philosophy and the Advent of Modern Science,Theory,Advanced Course.,I - Ranjan Kumar Panda,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,20,View Restrictions for Course HS 505 Course Code Batch Year Department Program Allowed Overridable HS 505 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 505 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,24,timetable,HS 552,Twentieth Century Political Philosophy,Theory,Advanced Course.,I - Amrita Banerjee,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,50,View Restrictions for Course HS 552 Course Code Batch Year Department Program Allowed Overridable HS 552 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 552 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,25,timetable,HS 555,Social Epistemology,Theory,Advanced Course.,I - Vikram Singh Sirola,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,50,View Restrictions for Course HS 555 Course Code Batch Year Department Program Allowed Overridable HS 555 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 555 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,26,timetable,HS 556,Sankhya Philosophy,Theory,Advanced Course.,I - C. D. Sebastian,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,27,timetable,HS 597,Project Stage I,Other Project,Advanced Course.,C - Ratikanta Panda,FullSemester,,,,50,View Restrictions for Course HS 597 Course Code Batch Year Department Program Allowed Overridable HS 597 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 597 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,28,timetable,HS 599,Project Stage III,Other Project,Advanced Course.,C - Mrinal Kaul,FullSemester,,,,50,View Restrictions for Course HS 599 Course Code Batch Year Department Program Allowed Overridable HS 599 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Deny Non-Overridable HS 599 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,29,timetable,HS 626,Framing Caste,Theory,Advanced Course.,I - Suryakant Waghmore,130 B FullSemester,5 Fri-5B-08:00:00-09:25:00-130 B Wed-5A-08:00:00-09:25:00-130 B,,,30,View Restrictions for Course HS 626 Course Code Batch Year Department Program Allowed Overridable HS 626 ALL ALL Ph.D. Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (MPP + Ph.D.) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.Sc.+ M.S. by Research) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.Sc. + M.Tech.) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.Sc. + Ph.D.) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable HS 626 ALL ALL Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable HS 626 ALL ALL EMBA Allowed Non-Overridable HS 626 ALL ALL M.A. Allowed Non-Overridable HS 626 ALL ALL M.A. by Research Allowed Non-Overridable HS 626 ALL ALL Master in Development Practice Allowed Non-Overridable HS 626 ALL ALL Master of Public Policy Allowed Non-Overridable HS 626 ALL ALL MBA Allowed Non-Overridable HS 626 ALL ALL M.Des. Allowed Non-Overridable HS 626 ALL ALL M.Des. by Research Allowed Non-Overridable HS 626 ALL ALL M.S. by Research Allowed Non-Overridable HS 626 ALL ALL M.Sc. Allowed Non-Overridable HS 626 ALL ALL M.Tech. Allowed Non-Overridable HS 626 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,30,timetable,HS 636,Development of Mathematics in India,Theory,Interdisciplinary STEM Course.,I - Krishnamurthi Ramasubramanian,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,120,,
"HS,HSS",Humanities and Social Sciences,31,timetable,HS 644,History as a Discipline: Elementary Concepts,Theory,Advanced Course.,I - Neha Chatterji,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,32,timetable,HS 646,Understanding the Past,Theory,Advanced Course.,I - Rachel A. Varghese,FullSemester,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,30,View Restrictions for Course HS 646 Course Code Batch Year Department Program Allowed Overridable HS 646 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 646 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,33,timetable,HS 647,Social Theory - I,Theory,Advanced Course.,I - Ramesh Bairy T.S.,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,50,View Restrictions for Course HS 647 Course Code Batch Year Department Program Allowed Overridable HS 647 ALL Shailesh J. Mehta School of Management Ph.D. Allowed Non-Overridable HS 647 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 647 ALL Ashank Desai Centre for Policy Studies ALL Allowed Non-Overridable HS 647 ALL Centre for Technology Alternatives for Rural Areas ALL Allowed Non-Overridable HS 647 ALL IDC School of Design M.Des. Allowed Non-Overridable HS 647 ALL IDC School of Design M.Des. by Research Allowed Non-Overridable HS 647 ALL IDC School of Design Ph.D. Allowed Non-Overridable HS 647 ALL Shailesh J. Mehta School of Management MBA Allowed Non-Overridable HS 647 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,34,timetable,HS 652,Research Methods: Qualitative Methods,Theory,Advanced Course.,I - Suryakant Waghmore,130 B FullSemester,6 Fri-6B-09:30:00-10:55:00-130 B Wed-6A-09:30:00-10:55:00-130 B,,,30,View Restrictions for Course HS 652 Course Code Batch Year Department Program Allowed Overridable HS 652 ALL Centre for Technology Alternatives for Rural Areas ALL Allowed Non-Overridable HS 652 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 652 ALL Ashank Desai Centre for Policy Studies ALL Allowed Non-Overridable HS 652 ALL IDC School of Design Ph.D. Allowed Non-Overridable HS 652 ALL IDC School of Design M.Des. Allowed Non-Overridable HS 652 ALL IDC School of Design M.Des. by Research Allowed Non-Overridable HS 652 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,35,timetable,HS 653,Research Methods : Sources and Methods and the Past,Theory,Advanced Course.,I - Naina Manjrekar,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,30,View Restrictions for Course HS 653 Course Code Batch Year Department Program Allowed Overridable HS 653 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 653 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,36,timetable,HS 663,Tribal Studies: Concepts and Perspective,Theory,Advanced Course.,I - Raile Rocky Ziipao,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,30,View Restrictions for Course HS 663 Course Code Batch Year Department Program Allowed Overridable HS 663 ALL ALL Ph.D. Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (MPP + Ph.D.) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.S. by Research + Ph.D.) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.Sc. + M.Tech.) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.Sc. + Ph.D.) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.Tech. + M.S. by Research) Allowed Non-Overridable HS 663 ALL ALL Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable HS 663 ALL ALL EMBA Allowed Non-Overridable HS 663 ALL ALL M.A. Allowed Non-Overridable HS 663 ALL ALL M.A. by Research Allowed Non-Overridable HS 663 ALL ALL Master in Development Practice Allowed Non-Overridable HS 663 ALL ALL Master of Public Policy Allowed Non-Overridable HS 663 ALL ALL MBA Allowed Non-Overridable HS 663 ALL ALL M.Des. Allowed Non-Overridable HS 663 ALL ALL M.Des. by Research Allowed Non-Overridable HS 663 ALL ALL M.S. by Research Allowed Non-Overridable HS 663 ALL ALL M.Tech. Allowed Non-Overridable HS 663 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,37,timetable,HS 665,Sociology of Gender,Theory,Advanced Course.,I - Ahonaa Roy,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,30,View Restrictions for Course HS 665 Course Code Batch Year Department Program Allowed Overridable HS 665 ALL Centre for Technology Alternatives for Rural Areas ALL Allowed Non-Overridable HS 665 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 665 ALL Ashank Desai Centre for Policy Studies ALL Allowed Non-Overridable HS 665 ALL ALL Ph.D. Allowed Non-Overridable HS 665 ALL Desai Sethi School of Entrepreneurship Ph.D. Allowed Non-Overridable HS 665 ALL ALL M.Tech. Allowed Non-Overridable HS 665 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,38,timetable,HS 673,Affective Neuroscience,Theory,Interdisciplinary HASMED Course,I - Rashmi Gupta,FirstHalf,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,30,View Restrictions for Course HS 673 Course Code Batch Year Department Program Allowed Overridable HS 673 ALL ALL M.Tech. Allowed Non-Overridable HS 673 ALL Humanities and Social Sciences Ph.D. Allowed Non-Overridable HS 673 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,39,timetable,HS 676,The Philosophy of Shabdayoga,Theory,Advanced Course.,I - Malhar Arvind Kulkarni,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,125,,
"HS,HSS",Humanities and Social Sciences,40,timetable,HS 703,Mind and Machine : Experimental Psychology for Tech and Innovation,Theory,Interdisciplinary HASMED Course,I - Rashmi Gupta,FirstHalf,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,30,View Restrictions for Course HS 703 Course Code Batch Year Department Program Allowed Overridable HS 703 ALL ALL M.Tech. Allowed Non-Overridable HS 703 ALL Humanities and Social Sciences Ph.D. Allowed Non-Overridable HS 703 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,41,timetable,HS 711,Philosophy of Janasabdavada,Theory,Advanced Course.,I - Malhar Arvind Kulkarni,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,50,,
"HS,HSS",Humanities and Social Sciences,42,timetable,HS 712,Research Project -I,Other Project,Advanced Course.,C - Smriti Haricharan,FullSemester,,,,50,View Restrictions for Course HS 712 Course Code Batch Year Department Program Allowed Overridable HS 712 ALL Humanities and Social Sciences M.A. by Research Allowed Non-Overridable HS 712 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,43,timetable,HS 715,"Methods: Language, Text, and the Performative",Theory,Advanced Course.,A - A.P. Rajaram I - Sharmila Sreekumar,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,30,View Restrictions for Course HS 715 Course Code Batch Year Department Program Allowed Overridable HS 715 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 715 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,44,timetable,HS 716,"Language, Text, and the Performative",Theory,Advanced Course.,A - A.P. Rajaram A - Vaijayanthi Mala Sarma I - Sudha Shastri,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,30,View Restrictions for Course HS 716 Course Code Batch Year Department Program Allowed Overridable HS 716 ALL Humanities and Social Sciences ALL Allowed Non-Overridable HS 716 ALL ALL ALL Deny Non-Overridable,
"HS,HSS",Humanities and Social Sciences,45,timetable,HS 718,Advanced Research and Writing in Philosophy-I,Theory,Advanced Course.,A - Amrita Banerjee A - Mrinal Kaul I - Rajakishore Nath,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,30,View Restrictions for Course HS 718 Course Code Batch Year Department Program Allowed Overridable HS 718 ALL Humanities and Social Sciences Dual Degree (M.A. + Ph.D.) Allowed Non-Overridable HS 718 ALL ALL ALL Deny Non-Overridable,
