Department Prefix,Department,Sr no.,Type,Course Code,Course Name,Course Type,Course content category,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,Division Definition
"AE,AES",Aerospace Engineering,1,timetable,AE 103,A historical perspective of Aerospace Engineering,Theory,Interdisciplinary STEM Course.,I - Chandra Sekher Yerramalli,IC 1 FullSemester,11 Fri-11B-15:30:00-16:55:00-IC 1 Tue-11A-15:30:00-16:55:00-IC 1,,,100,View Restrictions for Course AE 103 Course Code Batch Year Department Program Allowed Overridable AE 103 2026 Aerospace Engineering B.Tech. Allowed Non-Overridable AE 103 ALL ALL ALL Deny Non-Overridable,View Section Detail for Course AE 103 Sections based on first year divisions for under-graduates
"AE,AES",Aerospace Engineering,2,timetable,AE 152,Introduction to Aerospace Engg.,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,,,5,,
"AE,AES",Aerospace Engineering,3,timetable,AE 153,Introduction to Aerospace Engg.,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,M,,20,,
"AE,AES",Aerospace Engineering,4,timetable,AE 219,Supervised Learning,Other Project,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,5,timetable,AE 223,Thermodynamics and Propulsion,Theory,Interdisciplinary STEM Course.,I - Chandra Sekar Thyagarajan,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,297,,
"AE,AES",Aerospace Engineering,6,timetable,AE 223,Thermodynamics and Propulsion,Theory,Interdisciplinary STEM Course.,I - Chandra Sekar Thyagarajan,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,M,,5,,
"AE,AES",Aerospace Engineering,7,timetable,AE 227,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Krishnendu Haldar,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,298,,
"AE,AES",Aerospace Engineering,8,timetable,AE 227,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Krishnendu Haldar,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,M,,20,,
"AE,AES",Aerospace Engineering,9,timetable,AE 229,Introduction to Aerodynamics and Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,I - Chandra Sekar Thyagarajan I - Dhwanil Shukla I - Nagendra Kumar I - Prabhu Ramachandran,FullSemester,L Tue-L2-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,10,timetable,AE 231,Introduction to Aerospace Structures and Control  Laboratory,Lab,Interdisciplinary STEM Course.,I - Hemendra Arya I - Krishnendu Haldar,FullSemester,L Fri-L4-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,11,timetable,AE 234,Aircraft Propulsion,Theory,Interdisciplinary STEM Course.,I - Pradeep Amboor Madathil,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,300,,
"AE,AES",Aerospace Engineering,12,timetable,AE 236,Compressible Fluid Mechanics,Theory,Interdisciplinary STEM Course.,I - Aniruddha Sinha,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,5,,
"AE,AES",Aerospace Engineering,13,timetable,AE 308,Control Theory,Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,291,,
"AE,AES",Aerospace Engineering,14,timetable,AE 308,Control Theory,Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,M,,20,,
"AE,AES",Aerospace Engineering,15,timetable,AE 316,Aircraft Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,I - Nagendra Kumar,FullSemester,L Thu-L3-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,16,timetable,AE 326,Vibrations and Structural Dynamics,Theory,Interdisciplinary STEM Course.,I - Abhijit Gogulapati,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,300,,
"AE,AES",Aerospace Engineering,17,timetable,AE 339,High Speed Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Vineeth Nair,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,298,,
"AE,AES",Aerospace Engineering,18,timetable,AE 339,High Speed Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Vineeth Nair,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,M,,20,,
"AE,AES",Aerospace Engineering,19,timetable,AE 341,Flight Mechanics of Aircrafts and Spacecrafts,Theory,Interdisciplinary STEM Course.,I - Rohit Gupta,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,,
"AE,AES",Aerospace Engineering,20,timetable,AE 341,Flight Mechanics of Aircrafts and Spacecrafts,Theory,Interdisciplinary STEM Course.,I - Rohit Gupta,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,M,,10,,
"AE,AES",Aerospace Engineering,21,timetable,AE 343,Aerodynamics Laboratory,Lab,Interdisciplinary STEM Course.,A - Aniruddha Sinha A - Viren I. Menezes I - Vineeth Nair,FullSemester,L Mon-L1-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,22,timetable,AE 344,Aero Propulsion,Theory,Interdisciplinary STEM Course.,I - Hrishikesh Gadgil,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,300,,
"AE,AES",Aerospace Engineering,23,timetable,AE 344,Aero Propulsion,Theory,Interdisciplinary STEM Course.,I - Hrishikesh Gadgil,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,M,,20,,
"AE,AES",Aerospace Engineering,24,timetable,AE 345,Aircraft Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,I - Nagendra Kumar,FullSemester,L Thu-L3-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,25,timetable,AE 419,Supervised Learning,Other Project,Interdisciplinary STEM Course.,I - Deepak Prakash Kumar I - Rohit Vishwajit Nanavati,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,26,timetable,AE 429,Aircraft Design Project,Lab,Interdisciplinary STEM Course.,A - Ganapathi Bhat I - Avijit Chatterjee,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,24,,
"AE,AES",Aerospace Engineering,27,timetable,AE 493,BTP - I,Other Project,Interdisciplinary STEM Course.,I - Arnab Maity,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,28,timetable,AE 494,BTP - II,Other Project,Interdisciplinary STEM Course.,I - Vineeth Nair,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,29,timetable,AE 616,Gas Dynamics,Theory,Interdisciplinary STEM Course.,I - Aniruddha Sinha,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,60,,
"AE,AES",Aerospace Engineering,30,timetable,AE 623,Computing  of Turbulent Flows,Theory,Interdisciplinary STEM Course.,I - Krishnendu Bimalendu Sinha,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,300,,
"AE,AES",Aerospace Engineering,31,timetable,AE 625,Particle Methods for Fluid Flow Simulation,Theory,Interdisciplinary STEM Course.,I - Prabhu Ramachandran,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,,
"AE,AES",Aerospace Engineering,32,timetable,AE 641,Introduction to Navigation and Guidance,Theory,Interdisciplinary STEM Course.,I - Arnab Maity,FullSemester,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,300,,
"AE,AES",Aerospace Engineering,33,timetable,AE 649,Finite Element Method,Theory,Interdisciplinary STEM Course.,I - Chandra Sekher Yerramalli,FullSemester,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,40,,
"AE,AES",Aerospace Engineering,34,timetable,AE 650,Mini Project,Other Project,Interdisciplinary STEM Course.,I - Nagendra Kumar,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,35,timetable,AE 653,Engineering Mathematics,Theory,Interdisciplinary STEM Course.,I - Vasudeva Raghavendra Kowsik Bodi,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,30,,
"AE,AES",Aerospace Engineering,36,timetable,AE 667,Rotary Wing Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Dhwanil Shukla,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,300,,
"AE,AES",Aerospace Engineering,37,timetable,AE 683,Fluid Dynamics,Theory,Interdisciplinary STEM Course.,I - Nagendra Kumar,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,300,,
"AE,AES",Aerospace Engineering,38,timetable,AE 688,Navigation of Autonomous Vehicles,Theory,Interdisciplinary STEM Course.,I - Hemendra Arya,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,20,,
"AE,AES",Aerospace Engineering,39,timetable,AE 694,Seminar,Seminar,Interdisciplinary STEM Course.,I - Krishnendu Haldar I - Vasudeva Raghavendra Kowsik Bodi,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,40,timetable,AE 695,State Space Methods for Flight Vehicles,Theory,Interdisciplinary STEM Course.,I - Shashi Ranjan Kumar,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,30,,
"AE,AES",Aerospace Engineering,41,timetable,AE 705,Introduction to Flight,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,FullSemester,5 Fri-5B-08:00:00-09:25:00- Wed-5A-08:00:00-09:25:00-,,,60,,
"AE,AES",Aerospace Engineering,42,timetable,AE 707,Aerodynamics of Aerospace Vehicles,Theory,Interdisciplinary STEM Course.,I - Viren I. Menezes,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,300,,
"AE,AES",Aerospace Engineering,43,timetable,AE 709,Aerospace Structures,Theory,Interdisciplinary STEM Course.,I - Padubidri Janardhan Achar Guruprasad,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,300,,
"AE,AES",Aerospace Engineering,44,timetable,AE 711,Aircraft Propulsion,Theory,Interdisciplinary STEM Course.,I - Pradeep Amboor Madathil,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,300,,
"AE,AES",Aerospace Engineering,45,timetable,AE 715,Structural Dynamics,Theory,Interdisciplinary STEM Course.,I - Abhijit Gogulapati,FullSemester,4 Thu-4B-08:00:00-09:25:00- Tue-4A-08:00:00-09:25:00-,,,300,,
"AE,AES",Aerospace Engineering,46,timetable,AE 720,Advanced Numerical Methods for Compressible Flows,Theory,Interdisciplinary STEM Course.,I - Jadav Chandra Mandal,FullSemester,12 Mon-12A-17:05:00-18:00:00- Thu-12C-17:05:00-18:00:00- Tue-12B-17:05:00-18:00:00-,,,300,,
"AE,AES",Aerospace Engineering,47,timetable,AE 726,Heat Transfer - Aerospace Applications,Theory,Interdisciplinary STEM Course.,I - Ganapathi Bhat,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,50,,
"AE,AES",Aerospace Engineering,48,timetable,AE 727,Aircraft Structural Mechanics Lab.,Lab,Interdisciplinary STEM Course.,I - Krishnendu Haldar,FullSemester,L Mon-L1-14:00:00-16:55:00- Thu-L3-14:00:00-16:55:00-,,,0,,
"AE,AES",Aerospace Engineering,49,timetable,AE 775,"System Modelling, Dynamics and Control",Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,300,,
"AE,AES",Aerospace Engineering,50,timetable,AE 899,Communication Skills,Non-credit,Interdisciplinary STEM Course.,I - Krishnendu Haldar I - Vasudeva Raghavendra Kowsik Bodi,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,51,timetable,AES801,Seminar,Seminar,Interdisciplinary STEM Course.,I - Krishnendu Haldar I - Vasudeva Raghavendra Kowsik Bodi,FullSemester,,,,0,,
"AE,AES",Aerospace Engineering,52,timetable,AES802,Seminar,Seminar,Interdisciplinary STEM Course.,I - Krishnendu Haldar I - Vasudeva Raghavendra Kowsik Bodi,FullSemester,,,,0,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,1,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 206 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 206,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,2,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 306 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 306,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,3,timetable,BB 101,Biology,Theory,Interdisciplinary STEM Course.,I - Sandip Laxman Kaledhonkar,Class Room : LH 302 FullSemester,6 Fri-6B-09:30:00-10:55:00-Class Room : LH 302 Wed-6A-09:30:00-10:55:00-Class Room : LH 302,D1,Biometric Enabled,300,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,4,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 305 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 305,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,5,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 301 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 301,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,6,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 304 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 304,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,7,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 302 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 302,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,8,tutorial,BB 101,Biology,Theory,,I -  - Sandip Laxman Kaledhonkar,Class Room : LT 303 FullSemester,12 Mon-12A-17:05:00-18:00:00-Class Room : LT 303,D1,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,9,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 305 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 305,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,10,timetable,BB 101,Biology,Theory,Interdisciplinary STEM Course.,I - Prasenjit Ranjith Kumar Bhaumik,Class Room : LH 302 FullSemester,10 Fri-10B-14:00:00-15:25:00-Class Room : LH 302 Tue-10A-14:00:00-15:25:00-Class Room : LH 302,D2,Biometric Enabled,300,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,11,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 303 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 303,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,12,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 304 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 304,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,13,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 306 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 306,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,14,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 301 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 301,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,15,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 206 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 206,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,16,tutorial,BB 101,Biology,Theory,,I -  - Prasenjit Ranjith Kumar Bhaumik,Class Room : LT 302 FullSemester,X Wed-X3-16:00:00-16:55:00-Class Room : LT 302,D2,,,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,17,timetable,BB 101,Biology,Theory,Interdisciplinary STEM Course.,I - Swapnil Rohidas Shinde,Class Room : LA 202 FullSemester,7 Fri-7B-11:05:00-12:30:00-Class Room : LA 202 Wed-7A-11:05:00-12:30:00-Class Room : LA 202,S1,Biometric Enabled,300,,View Section Detail for Course BB 101 Sections based on first year divisions for under-graduates
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,18,timetable,BB 415,Cell and Molecular Biology,Theory,Interdisciplinary STEM Course.,I - Sreelaja Nair,FullSemester,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,19,timetable,BB 454,Programming for Bioinformatics,Theory,Advanced Course.,I - Deepak Kumar Agrawal,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,80,View Restrictions for Course BB 454 Course Code Batch Year Department Program Allowed Overridable BB 454 ALL Biosciences and Bioengineering M.Sc. Allowed Non-Overridable BB 454 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,20,timetable,BB 505,Molecular Immunology,Theory,Advanced Course.,I - Sushil Kumar,FullSemester,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,80,View Restrictions for Course BB 505 Course Code Batch Year Department Program Allowed Overridable BB 505 ALL Biosciences and Bioengineering M.Sc. Allowed Non-Overridable BB 505 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,21,timetable,BB 519,Project Proposal Presentation and Dissertation,Other Project,Advanced Course.,I - Sreelaja Nair,FullSemester,,,,0,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,22,timetable,BB 525,Biological Thermodynamics and Kinetics,Theory,Interdisciplinary STEM Course.,I - Ranjith Padinhateeri,SecondHalf,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,50,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,23,timetable,BB 527,Molecular Enzymology,Theory,Interdisciplinary STEM Course.,I - Petety V Balaji,SecondHalf,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,24,timetable,BB 529,Research Methodology and Scientific Communication Skills,Theory,Advanced Course.,I - Swati Arvind Patankar,SecondHalf,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,40,View Restrictions for Course BB 529 Course Code Batch Year Department Program Allowed Overridable BB 529 ALL Biosciences and Bioengineering M.Sc. Allowed Non-Overridable BB 529 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,25,tutorial,BB 531,Plant Biotechnology,Theory,,I - Rajesh Patkar,FullSemester,11 Tue-11A-15:30:00-16:55:00-,,,,View Restrictions for Course BB 531 Course Code Batch Year Department Program Allowed Overridable BB 531 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,26,timetable,BB 531,Plant Biotechnology,Theory,Interdisciplinary STEM Course.,I - Rajesh Patkar,FullSemester,L Wed-LX-14:00:00-16:55:00-,,,50,View Restrictions for Course BB 531 Course Code Batch Year Department Program Allowed Overridable BB 531 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,27,timetable,BB 535,Environmental Biotechnology,Theory,Interdisciplinary STEM Course.,I - Prashant Sitakant Phale,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,28,timetable,BB 540,Microbiology,Theory,Advanced Course.,A - Anirban Chanchal Kumar Banerjee I - Rajesh Patkar,FullSemester,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,29,timetable,BB 541,Biochemistry and Analytical Biochemistry,Theory,Interdisciplinary STEM Course.,A - Prashant Sitakant Phale I - Petety V Balaji,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,55,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,30,timetable,BB 542,Mathematics and Statistics,Theory,Advanced Course.,A - Sandeep Kumar Kalva I - Deepak Kumar Agrawal,FullSemester,X Fri-XB-17:05:00-18:00:00- Wed-XA-17:05:00-18:00:00-,,,50,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,31,tutorial,BB 542,Mathematics and Statistics,Theory,,A - Sandeep Kumar Kalva I - Deepak Kumar Agrawal,FullSemester,12 Thu-12C-17:05:00-18:00:00-,,,,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,32,timetable,BB 600,Introduction to Biomedical Engineering,Theory,Interdisciplinary STEM Course.,I - Mukherji Soumyo,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,50,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,33,timetable,BB 600,Introduction to Biomedical Engineering,Theory,Interdisciplinary STEM Course.,I - Mukherji Soumyo,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,M,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,34,timetable,BB 601,Introduction to Bio-nanotechnology,Theory,Interdisciplinary STEM Course.,I - Rohit Srivastava,SecondHalf,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,150,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,35,timetable,BB 603,Physiology for Engineers,Theory,Interdisciplinary STEM Course.,I - Vivek P Soni,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,36,timetable,BB 603,Physiology for Engineers,Theory,Interdisciplinary STEM Course.,I - Vivek P Soni,FullSemester,10 Fri-10B-14:00:00-15:25:00- Tue-10A-14:00:00-15:25:00-,M,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,37,timetable,BB 617,Biophysical Chemistry,Theory,Interdisciplinary STEM Course.,A - Samir Kumar Maji I - Ashutosh Kumar,FullSemester,11 Fri-11B-15:30:00-16:55:00- Tue-11A-15:30:00-16:55:00-,,,40,View Restrictions for Course BB 617 Course Code Batch Year Department Program Allowed Overridable BB 617 ALL Chemical Engineering Ph.D. Allowed Non-Overridable BB 617 ALL Biosciences and Bioengineering Dual Degree (M.Sc. + Ph.D.) Allowed Non-Overridable BB 617 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 617 ALL Biosciences and Bioengineering M.Sc. Allowed Non-Overridable BB 617 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 617 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BB 617 ALL Chemistry Dual Degree (M.Sc. + Ph.D.) Allowed Non-Overridable BB 617 ALL Chemistry M.Sc. Allowed Non-Overridable BB 617 ALL Chemistry Ph.D. Allowed Non-Overridable BB 617 ALL Chemical Engineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 617 ALL Chemical Engineering M.Tech. Allowed Non-Overridable BB 617 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,38,timetable,BB 619,Mathematics for Biologists,Theory,Interdisciplinary STEM Course.,I - Shamik Rabindranath Sen,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,50,View Restrictions for Course BB 619 Course Code Batch Year Department Program Allowed Overridable BB 619 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 619 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 619 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BB 619 ALL Chemistry Ph.D. Allowed Non-Overridable BB 619 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,39,timetable,BB 627,Medical Imaging Methods,Theory,Interdisciplinary STEM Course.,I - Hari M. Varma,FirstHalf,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,,
